N-1,えれきてる,行動,-,na_10_kururu_o_n_1.png,O,n,n,n,n,n,n
N-2,あくせらー,行動,-,na_10_kururu_o_n_2.png,O,n,n,n,n,n,n
N-3,くるるーん,行動,対応,na_10_kururu_o_n_3.png,O,n,n,n,n,n,n
N-4,とるねーど,行動,全力,na_10_kururu_o_n_4.png,O,n,n,n,n,n,n
N-5,りげいなー,行動,全力,na_10_kururu_o_n_5_s7_2.png,O,n,y,n,n,n,y
N-6,もじゅるー,付与,-,na_10_kururu_o_n_6.png,O,n,n,n,n,n,n
N-7,りふれくた,付与,-,na_10_kururu_o_n_7.png,O,n,n,n,n,n,n
S-1,どれーんでびる,行動,対応,na_10_kururu_o_s_1.png,O,n,n,y,n,n,n
S-2,びっぐごーれむ,行動,-,na_10_kururu_o_s_2_s2.png,O,n,n,n,n,n,n
S-3,いんだすとりあ,行動,-,na_10_kururu_o_s_3_s5.png,O,n,n,n,n,n,n
S-4,神渉装置：枢式,行動,-,na_10_kururu_o_s_4.png,O,n,n,n,n,n,n
N-1,あならいず,行動,-,na_10_kururu_a1_n_1.png,a1,n,n,n,n,n,n
N-3,だうじんぐ,行動,-,na_10_kururu_a1_n_3.png,a1,n,n,n,n,n,n
S-3,らすとりさーち,行動,-,na_10_kururu_a1_s_3_s8_2.png,a1,n,n,n,n,n,n
N-1,ぶらすたー,攻撃,-,na_10_kururu_a2_n_1.png,a2,n,n,n,n,n,n
N-2,れーるがん,攻撃,-,na_10_kururu_a2_n_2.png,a2,n,n,n,n,n,n
S-4,こねくとだいぶ,行動,-,na_10_kururu_a2_s_4.png,a2,n,n,n,n,n,n
A-N,でゅーぷりぎあ,不定,不定,na_10_kururu_o_s_3_ex1.png,O,n,n,n,n,n,n
A-S,ぐらんがりばー,行動,-,na_10_kururu_a1_s_3_ex1.png,a1,n,n,n,n,n,n
A-N,でゅーぷりぎあ,不定,不定,na_10_kururu_o_s_3_ex1.png,a2,n,n,n,n,n,n