N-1,空閃,攻撃,-,na_19_megumi_o_n_1.png,O,n,n,n,n,n,n
N-2,打擲,攻撃,-,na_19_megumi_o_n_2.png,O,n,n,n,n,n,n
N-3,殻打ち,攻撃,-,na_19_megumi_o_n_3.png,O,n,n,n,n,n,n
N-4,棹穿ち,攻撃,対応,na_19_megumi_o_n_4.png,O,n,n,n,n,n,n
N-5,葦,付与,-,na_19_megumi_o_n_5.png,O,n,y,y,n,n,n
N-6,鳳仙花,付与,-,na_19_megumi_o_n_6.png,O,n,n,n,n,n,n
N-7,野茨,付与,全力,na_19_megumi_o_n_7.png,O,n,n,y,n,n,n
S-1,因果律の根,攻撃,-,na_19_megumi_o_s_1.png,O,n,n,n,n,n,n
S-2,可能性の枝,付与,対応,na_19_megumi_o_s_2_s8.png,O,n,n,n,n,n,n
S-3,結末の果実,付与,-,na_19_megumi_o_s_3.png,O,n,n,n,n,n,n
S-4,瀧河希の掌,付与,-,na_19_megumi_o_s_4.png,O,n,n,n,n,n,y